Subaru Outback,"$18700, 1557897сом","2015г.,2.5л.,вариатор,универсал,бензин,рульслева,138000км",https://im.mashina.kg/tachka/images//1/3/c/13cbb48400c72fe20e3d1da634b7b3f1_240x180.jpg ; https://im.mashina.kg/tachka/images//4/5/a/45af3b0a2b7a9549cb9dcd7baf303ce2_240x180.jpg ; https://im.mashina.kg/tachka/images//8/3/a/83a3d0c750501944a9cf65b943185c3b_240x180.jpg ; https://im.mashina.kg/tachka/images//b/a/0/ba09a2e06ac8872414f64dd3f1a9dfd3_240x180.jpg
BMW 5 Серия,"$3600, 299916сом","1992г.,2.5л.,механика,седан,бензин,рульслева,250000км",https://im.mashina.kg/tachka/images//1/8/6/186809600e5be578c0dc3ce32c734cae_240x180.jpg ; https://im.mashina.kg/tachka/images//d/c/0/dc07075bcc58c9ec60f2158109c1d637_240x180.jpg ; https://im.mashina.kg/tachka/images//c/4/b/c4bfcd5a254c558bc232ebd1e83179ff_240x180.jpg ; https://im.mashina.kg/tachka/images//6/7/c/67c1bff66ae1cf759709c3cf3de38130_240x180.jpg ; https://im.mashina.kg/tachka/images//b/f/d/bfd3a4c413d7e149e0056c07e1bca8ab_240x180.jpg
Daewoo Matiz,"$3001, 250000сом","2007г.,0.8л.,механика,хэтчбек5дв.,бензин,рульслева",https://im.mashina.kg/tachka/images//7/b/2/7b2ec3ce8ed6df04a8e06ef103937887_240x180.jpg ; https://im.mashina.kg/tachka/images//0/0/6/0067b8428991106a1f1209eb083a19ac_240x180.jpg ; https://im.mashina.kg/tachka/images//f/a/e/faeaf6bd197e5b08c39f6a8fbab1684a_240x180.jpg ; https://im.mashina.kg/tachka/images//3/2/7/3272544363f60395b94aa01d506b740a_240x180.jpg ; https://im.mashina.kg/tachka/images//d/b/2/db247e4403c187ee02e0cff6e5356949_240x180.jpg
Toyota Corolla,"$14700, 1224657сом","2016г.,1.8л.,вариатор,седан,бензин,рульслева,102123км",https://im.mashina.kg/tachka/images//e/4/c/e4c44f42ae3c3b9448a9a1eaf0a43def_240x180.jpg ; https://im.mashina.kg/tachka/images//0/c/f/0cfd48b8ef47668abdcc8e945a46558a_240x180.jpg ; https://im.mashina.kg/tachka/images//f/2/4/f242674a97e7a9a989a3666ed0430354_240x180.jpg ; https://im.mashina.kg/tachka/images//1/e/e/1ee078b32b44109e05eda889d50dc90e_240x180.jpg ; https://im.mashina.kg/tachka/images//b/d/e/bde317527c63c3fbbdd2ce4dafb7b392_240x180.jpg
Toyota Windom,"$6700, 558177сом","2000г.,2.5л.,автомат,седан,бензин,рульсправа,295000км",https://im.mashina.kg/tachka/images//5/5/1/551c9c80b2745ebed88881904c722d45_240x180.jpg ; https://im.mashina.kg/tachka/images//d/0/0/d0021299659c13b122c86aed94fbbac4_240x180.jpg ; https://im.mashina.kg/tachka/images//0/e/0/0e00f6e004ea0983fc68816f438ee1b9_240x180.jpg ; https://im.mashina.kg/tachka/images//0/c/3/0c35572f5adbc4370438bd432741dd5b_240x180.jpg
Toyota Harrier,"$11700, 974727сом","2004г.,2.4л.,автомат,внедорожник5дв.,бензин,рульсправа,324000км",https://im.mashina.kg/tachka/images//f/0/4/f04e298450bddaedbfa3350027867e6f_240x180.jpg ; https://im.mashina.kg/tachka/images//b/f/a/bfa41390804bcb63fc29cba6ae5be2ef_240x180.jpg ; https://im.mashina.kg/tachka/images//6/c/8/6c8a6c6d4f511504bbee5cba1e679c71_240x180.jpg ; https://im.mashina.kg/tachka/images//4/1/e/41ee10a21ba973f3ddaba0763f30e09b_240x180.jpg ; https://im.mashina.kg/tachka/images//3/6/5/36526e4aa33e284651c5f707e941112e_240x180.jpg
Honda CR-V,"$9800, 816438сом","2005г.,2.4л.,автомат,внедорожник5дв.,бензин,рульсправа,315000км",https://im.mashina.kg/tachka/images//a/9/1/a9139b5e6d3dc4bd2cca3ea1522287dd_240x180.jpg ; https://im.mashina.kg/tachka/images//3/a/b/3ab68749fa1ab1164a6571feb015fbc8_240x180.jpg ; https://im.mashina.kg/tachka/images//e/f/2/ef296ccf3ba022252c6f10a983264356_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/c/afcfbf1e44a02d87728db2764c765686_240x180.jpg ; https://im.mashina.kg/tachka/images//e/6/0/e600743f3645c89a54e9ee8070c51e1b_240x180.jpg
Toyota Avensis Verso,"$6999, 583087сом","2002г.,2л.,механика,компактвэн,дизель,рульслева,250000км",https://im.mashina.kg/tachka/images//5/d/f/5dfaf8dd1816cfdb23bf22d7d7a397ba_240x180.jpg ; https://im.mashina.kg/tachka/images//f/e/4/fe4319f22f5e895cd47560dccf4e521a_240x180.jpg ; https://im.mashina.kg/tachka/images//1/1/4/114759aef23b54c229d25c7cfe20b458_240x180.jpg ; https://im.mashina.kg/tachka/images//d/8/8/d88715db7e2a00fa26860ea4e88410ea_240x180.jpg ; https://im.mashina.kg/tachka/images//e/9/8/e98e8d7c95ccbbdfd83ec8e2e31a2e89_240x180.jpg
Toyota Estima,"$14400, 1199664сом","2006г.,2.4л.,автомат,минивэн,бензин,рульсправа,118000км",https://im.mashina.kg/tachka/images//9/a/9/9a928effba2ab6ead73e56deeef8df44_240x180.jpg ; https://im.mashina.kg/tachka/images//2/7/7/277d9784dc7c6d9dc0b21064a82ce2b8_240x180.jpg ; https://im.mashina.kg/tachka/images//8/5/f/85f6b68e2f89e5eab232b1f53d1d309a_240x180.jpg ; https://im.mashina.kg/tachka/images//5/0/3/50372c9a497127210634cfc7dba82254_240x180.jpg ; https://im.mashina.kg/tachka/images//a/c/5/ac586b9ca1b11e640e2da4abd5d8cd39_240x180.jpg
Honda Fit,"$6999, 583087сом","2008г.,1.3л.,автомат,хэтчбек5дв.,бензин,рульсправа,200000км",https://im.mashina.kg/tachka/images//e/6/4/e64422362579a03fa2f641704bc981cf_240x180.jpg ; https://im.mashina.kg/tachka/images//3/a/6/3a63b582c16760d414e9d18e20c2ada9_240x180.jpg ; https://im.mashina.kg/tachka/images//1/0/b/10beb9b52a87601873807ae1e6f25400_240x180.jpg ; https://im.mashina.kg/tachka/images//8/a/8/8a8d6c5d80ed78b123af937751152347_240x180.jpg ; https://im.mashina.kg/tachka/images//f/e/a/feaf821409b75aa1077993aa6cea8a4f_240x180.jpg
Kia Sorento,"$23500, 1957785сом","2016г.,2л.,автомат,внедорожник5дв.,дизель,рульслева,116755км",https://im.mashina.kg/tachka/images//4/d/d/4dd5a1f4a136ef67aab6a9a123d1fb40_240x180.jpg ; https://im.mashina.kg/tachka/images//5/0/2/5021921529ab989afea9f30efa3d60b4_240x180.jpg ; https://im.mashina.kg/tachka/images//e/f/b/efbf675f42318414ae130ec1cf3d8e72_240x180.jpg ; https://im.mashina.kg/tachka/images//e/b/d/ebd58f3efc7f610b6fad3b6af01937f9_240x180.jpg ; https://im.mashina.kg/tachka/images//9/1/a/91af4a505bdf8bd2d0c5c8934e1c12c0_240x180.jpg
Honda Stepwgn,"$13000, 1083030сом","2009г.,2л.,автомат,минивэн,бензин,рульсправа,171000км",https://im.mashina.kg/tachka/images//c/2/2/c224dc0249f751105ad2d9844616a248_240x180.jpg
ВАЗ (Lada) 2107,"$1080, 90000сом","1997г.,1.6л.,механика,седан,бензин,рульслева",https://im.mashina.kg/tachka/images//2/4/b/24b6975f0a71784fb5499d9204e1226f_240x180.jpg ; https://im.mashina.kg/tachka/images//c/7/4/c74b594235d23d0d0244fe301947fc26_240x180.jpg ; https://im.mashina.kg/tachka/images//b/7/4/b74c41f80fe13563a5ebeecb4f6a8663_240x180.jpg ; https://im.mashina.kg/tachka/images//4/5/c/45c89b723eb9439e947bc5042f0a1d51_240x180.jpg
Chevrolet Spark,"$6602, 549999сом","2012г.,1л.,автомат,хэтчбек5дв.,бензин,рульслева,205000км",https://im.mashina.kg/tachka/images//e/4/7/e47abcff56857ad2a628af1173320db6_240x180.jpg ; https://im.mashina.kg/tachka/images//9/1/3/9132c297772edcd95a5c3adb25703bd1_240x180.jpg ; https://im.mashina.kg/tachka/images//8/c/4/8c427ac2203e677ac2272f4e8791e09b_240x180.jpg ; https://im.mashina.kg/tachka/images//9/5/b/95b522a3024e53ca62f24340b1ca3aec_240x180.jpg ; https://im.mashina.kg/tachka/images//2/7/e/27e0273832fa699b62d09f293768bf36_240x180.jpg
Lexus LX,"$65000, 5415150сом","2014г.,5.7л.,автомат,внедорожник5дв.,бензин,рульслева,83000км",https://im.mashina.kg/tachka/images//d/3/4/d342a73124eada128519f6c3c280160c_240x180.jpg ; https://im.mashina.kg/tachka/images//a/2/5/a256dc3f52940f1c0215174a71c329b7_240x180.jpg ; https://im.mashina.kg/tachka/images//0/5/a/05af96d2ce1c5902bcf714115c46fd92_240x180.jpg ; https://im.mashina.kg/tachka/images//9/c/f/9cfa48b195f39be9409983842d83af8b_240x180.jpg ; https://im.mashina.kg/tachka/images//8/9/7/8977574d33e1d410c7106ad0bbbbeb53_240x180.jpg
Hyundai Solaris,"$19000, 1582890сом","2021г.,1.6л.,автомат,седан,бензин,рульслева,17000км",https://im.mashina.kg/tachka/images//2/e/6/2e664c3b0dcb73cc8b56b5009400baa2_240x180.jpg ; https://im.mashina.kg/tachka/images//4/9/4/49415d29d48e55ec2153a418cd6ac4b9_240x180.jpg ; https://im.mashina.kg/tachka/images//f/e/7/fe794a84cad6d7dcea2f1885a611d6cc_240x180.jpg ; https://im.mashina.kg/tachka/images//c/0/3/c03773a832fce4b1ae459e3fca77a7f5_240x180.jpg
BMW M5,"$29500, 2457645сом","2006г.,5л.,робот,седан,бензин,рульслева,110000км",https://im.mashina.kg/tachka/images//8/f/e/8fef3639dfa64bbb9ebb23aab2a9a90e_240x180.jpg ; https://im.mashina.kg/tachka/images//5/e/7/5e742f57b7417c80bce16d75e1c2771e_240x180.jpg ; https://im.mashina.kg/tachka/images//9/1/7/9170201078da55910190a731db52df27_240x180.jpg ; https://im.mashina.kg/tachka/images//a/3/c/a3cd701f40273b15c30fe643d72654ff_240x180.jpg
Lexus LX,"$26000, 2166060сом","2006г.,4.7л.,автомат,внедорожник5дв.,бензин,рульслева,215000км",https://im.mashina.kg/tachka/images//9/2/4/924f94429237142a99927e2839c58603_240x180.jpg ; https://im.mashina.kg/tachka/images//d/0/4/d04e2ceea7b66ac82931e6553222a188_240x180.jpg ; https://im.mashina.kg/tachka/images//3/9/0/3904d655528e30fe278cb60974f827f1_240x180.jpg ; https://im.mashina.kg/tachka/images//a/2/f/a2fc6d323b79e4ca350c37746844ce83_240x180.jpg ; https://im.mashina.kg/tachka/images//4/2/1/421f058295f634e63742d8a70a0a7313_240x180.jpg
Toyota Land Cruiser Prado,"$24000, 1999440сом","2005г.,3л.,автомат,внедорожник5дв.,дизель,рульслева,204000км",https://im.mashina.kg/tachka/images//1/5/8/1582911d9db3144413040078d6163068_240x180.jpg ; https://im.mashina.kg/tachka/images//8/2/3/823b1f8bd5340f60f269a421d97ae9ed_240x180.jpg ; https://im.mashina.kg/tachka/images//b/1/4/b145325d2ee136c171220ee205c7f8e2_240x180.jpg ; https://im.mashina.kg/tachka/images//e/0/3/e034678a755345b1a35a48c98abf5555_240x180.jpg ; https://im.mashina.kg/tachka/images//7/c/0/7c0e5845a1430fcc7c853da486d44de9_240x180.jpg
Lexus LX,"$45000, 3748950сом","2011г.,5.7л.,автомат,внедорожник5дв.,бензин,рульслева,130000км",https://im.mashina.kg/tachka/images//b/3/5/b359476f55348994b7247ff502281128_240x180.jpg ; https://im.mashina.kg/tachka/images//b/4/7/b47b15e64a5f99f732c47806a7360eb2_240x180.jpg ; https://im.mashina.kg/tachka/images//e/8/f/e8ffcd7567901aad8fc385ba6709edbc_240x180.jpg ; https://im.mashina.kg/tachka/images//8/b/d/8bd3fa90848a82931b4e3be60b96f290_240x180.jpg ; https://im.mashina.kg/tachka/images//6/7/3/6731a3ea100dd027d047f43fc5d7c401_240x180.jpg
Honda Fit,"$7442, 620000сом","2005г.,1.3л.,вариатор,хэтчбек5дв.,бензин,рульсправа,243000км",https://im.mashina.kg/tachka/images//b/d/5/bd58f0f9e078d4dd75d1af28ce441afd_240x180.jpg ; https://im.mashina.kg/tachka/images//7/5/6/75648ae52c985954250ba3f40fd4e59c_240x180.jpg ; https://im.mashina.kg/tachka/images//f/6/b/f6b1153a873b4acee8948d4d471db8ca_240x180.jpg ; https://im.mashina.kg/tachka/images//5/3/0/5309b5a0436f0a95fd3c5004a6e1d93f_240x180.jpg ; https://im.mashina.kg/tachka/images//1/4/6/14690661a298f0154354d1b6477fdd3c_240x180.jpg
Toyota Yaris,"$13900, 1158009сом","2016г.,1.5л.,автомат,хэтчбек5дв.,бензин,рульслева,100000км",https://im.mashina.kg/tachka/images//7/5/1/7515be0cc22fcfeada5c2b021e9f1826_240x180.jpg ; https://im.mashina.kg/tachka/images//5/d/3/5d343ab9cd3c034fbe72b9336a3f59cb_240x180.jpg ; https://im.mashina.kg/tachka/images//9/9/5/995422c592e3adb1a2466f861cee4eaf_240x180.jpg ; https://im.mashina.kg/tachka/images//4/4/e/44e04cd9b3f6757c57ace90d54b60c37_240x180.jpg
Toyota Highlander,"$14750, 1228823сом","2004г.,3.3л.,автомат,внедорожник5дв.,бензин,рульслева,128000км",https://im.mashina.kg/tachka/images//5/8/f/58f68cddac3ceb2fb95b05fec7f01fec_240x180.jpg ; https://im.mashina.kg/tachka/images//1/7/a/17ab9e35b92f58aeae52d5dfef0ee00e_240x180.jpg ; https://im.mashina.kg/tachka/images//6/a/3/6a324d2843de69c8266e1b7829656ca2_240x180.jpg ; https://im.mashina.kg/tachka/images//e/1/b/e1b2eb688ddc52e061d93bd8ca40a383_240x180.jpg ; https://im.mashina.kg/tachka/images//e/6/8/e6854c4c37c1bff769747c486d930f12_240x180.jpg
ВАЗ (Lada) 2107,"$1320, 110000сом","1999г.,1.5л.,механика,седан,бензин,рульслева,19561км",https://im.mashina.kg/tachka/images//8/2/8/82899074dc91340d2643c35fc1ebf50a_240x180.jpg ; https://im.mashina.kg/tachka/images//0/9/e/09edbd61c519ff783599f1212709ad54_240x180.jpg ; https://im.mashina.kg/tachka/images//0/7/7/077e754c53f64ffe8062ed1785373411_240x180.jpg ; https://im.mashina.kg/tachka/images//7/2/2/722a3ace8df10ae1df491f4753d5c266_240x180.jpg
Land Rover Range Rover,"$12500, 1041375сом","2007г.,4.4л.,автомат,внедорожник5дв.,бензин,рульслева,200000км",https://im.mashina.kg/tachka/images//7/b/0/7b0a98b3ae0e161c7841c35e7545bf8f_240x180.jpg ; https://im.mashina.kg/tachka/images//1/1/6/1161f990977c847cbf8a8c3a1736e69c_240x180.jpg ; https://im.mashina.kg/tachka/images//4/3/d/43d3c48a92f4a0468ba51673c93e70e9_240x180.jpg ; https://im.mashina.kg/tachka/images//c/e/8/ce8b9504c58751482d568569d826af8a_240x180.jpg ; https://im.mashina.kg/tachka/images//8/d/6/8d6bcd15599211e43e5c5919cde359c3_240x180.jpg
Lada Vesta I,"$7700, 641487сом","2016г.,1.6л.,механика,седан,бензин,рульслева,150000км",https://im.mashina.kg/tachka/images//e/9/2/e92e2d84aa37ba4042b37cf834fdcc14_240x180.jpg ; https://im.mashina.kg/tachka/images//a/a/6/aa642812cdf9e4122ef2d4c53df93cc5_240x180.jpg ; https://im.mashina.kg/tachka/images//5/8/d/58d0efdb64f30aa5224d800156eb4159_240x180.jpg ; https://im.mashina.kg/tachka/images//1/8/e/18e5c770ecc39a79bf9e1ae30f27dc04_240x180.jpg ; https://im.mashina.kg/tachka/images//a/b/0/ab088734709daed6ce36cd472e5356b2_240x180.jpg
BMW X5,"$15500, 1291305сом","2006г.,4.8л.,автомат,внедорожник5дв.,бензин,рульслева,159000км",https://im.mashina.kg/tachka/images//6/5/b/65bbf5dbec2c62032016fe77f867fe6e_240x180.jpg ; https://im.mashina.kg/tachka/images//5/2/4/524331ef87986177535d047584cef0f4_240x180.jpg ; https://im.mashina.kg/tachka/images//9/8/1/981511d90470de948a0edf130ce0d0a9_240x180.jpg ; https://im.mashina.kg/tachka/images//f/9/0/f902a20b05ec245858ecff058f30e8f5_240x180.jpg ; https://im.mashina.kg/tachka/images//0/0/5/00515f83bbb5ffa95e60abb63692794f_240x180.jpg
BMW 7 Серия,"$32000, 2665920сом","2003г.,4.4л.,автомат,седан,бензин,рульслева,84000км",https://im.mashina.kg/tachka/images//4/d/9/4d9368cfb17e213c76dab17f77f5ffdc_240x180.jpg ; https://im.mashina.kg/tachka/images//7/b/9/7b98f18e0dbcb9ca39ed941ae14e8598_240x180.jpg ; https://im.mashina.kg/tachka/images//a/b/1/ab189e1b8e61071f5f2caa7247307e6a_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/a/afab0a65f96cec9c3d55538c39a34cf0_240x180.jpg ; https://im.mashina.kg/tachka/images//a/4/9/a497880a2722ed4d3cfe25776eb794d7_240x180.jpg
Subaru Forester,"$5800, 483198сом","2002г.,2л.,механика,универсал,бензин,рульсправа,205000км",https://im.mashina.kg/tachka/images//1/7/4/1741dcab33380707ec9bb24a25059657_240x180.jpg ; https://im.mashina.kg/tachka/images//4/8/b/48bcd1253384a5790d3832f2c6bd3e5f_240x180.jpg ; https://im.mashina.kg/tachka/images//0/3/5/035f92f2a0a044628f94c0c378b50c2f_240x180.jpg
Opel Astra,"$4321, 360000сом","2002г.,1.6л.,механика,хэтчбек5дв.,бензин,рульслева,220000км",https://im.mashina.kg/tachka/images//1/3/0/130905fcad14bb70a077579c8bca550a_240x180.jpg ; https://im.mashina.kg/tachka/images//b/8/d/b8d5bc426666a7006f2b9834e8f10c20_240x180.jpg ; https://im.mashina.kg/tachka/images//a/6/4/a64398035a4e3a8a4ba5e07caa5e2d55_240x180.jpg ; https://im.mashina.kg/tachka/images//8/f/1/8f13fb2e74d9e35d15a9391fb770591a_240x180.jpg ; https://im.mashina.kg/tachka/images//9/e/e/9ee495aa6ef5df52f490918fe1a9099e_240x180.jpg
Daewoo Matiz,"$3601, 300000сом","2006г.,0.8л.,механика,хэтчбек5дв.,бензин,рульслева,139000км",https://im.mashina.kg/tachka/images//4/9/2/4922f4548a438c595dbde4b027ae6c35_240x180.jpg ; https://im.mashina.kg/tachka/images//b/5/9/b59008a516ff1eb4ff66e6aea7350b22_240x180.jpg ; https://im.mashina.kg/tachka/images//9/c/a/9caed1604f8f3fe543173253f44e4950_240x180.jpg ; https://im.mashina.kg/tachka/images//8/8/6/88630204f59b0f862a1efede9045a99f_240x180.jpg ; https://im.mashina.kg/tachka/images//2/4/8/248c0a9c3f2b9079bed481b4a49a347c_240x180.jpg
Mercedes-Benz S-класс,"$12600, 1049706сом","2005г.,5.5л.,автомат,седан,бензин,рульслева,194500км",https://im.mashina.kg/tachka/images//0/9/9/09929d14845ad8021ee3a1fe04afc68e_240x180.jpg ; https://im.mashina.kg/tachka/images//b/0/5/b05d0bcbe179b1c6efc9b218f7394131_240x180.jpg ; https://im.mashina.kg/tachka/images//6/b/e/6be35b4c21dc5f855ae0d86f12fe6277_240x180.jpg ; https://im.mashina.kg/tachka/images//c/a/0/ca0f6f2aa729e8b0c77a2d8bcb366b9d_240x180.jpg ; https://im.mashina.kg/tachka/images//3/f/5/3f515dccd1e6486a59117e3d8ef3f080_240x180.jpg
Honda Stepwgn,"$5402, 450000сом","1998г.,2л.,автомат,минивэн,бензин,рульсправа,312543км",https://im.mashina.kg/tachka/images//6/6/b/66bd99e4fca4a552df33348bea878c2f_240x180.jpg ; https://im.mashina.kg/tachka/images//a/c/6/ac6e9d3421517a3531f365eaa3ba9e8f_240x180.jpg ; https://im.mashina.kg/tachka/images//2/9/6/296f6a583d09292a80b5c7f27fcd9535_240x180.jpg ; https://im.mashina.kg/tachka/images//7/0/f/70fd924ea120ecf212883113506bde6b_240x180.jpg ; https://im.mashina.kg/tachka/images//2/e/a/2ea496732bf0ad57aaf46a7247a639d8_240x180.jpg
Chevrolet Lanos,"$2281, 190000сом","2006г.,1.5л.,механика,седан,бензин,рульслева,202000км",https://im.mashina.kg/tachka/images//6/a/7/6a72acd6f68578c61b1e76112b3c7cc5_240x180.jpg ; https://im.mashina.kg/tachka/images//7/b/1/7b1a75625d46f47e9e4b96fb5aa26a91_240x180.jpg ; https://im.mashina.kg/tachka/images//6/b/e/6be84da6a77184a250a996591139365e_240x180.jpg ; https://im.mashina.kg/tachka/images//1/3/4/134b445401fb19dc032cdee970446b47_240x180.jpg
Daewoo Tico,"$2641, 220000сом","1995г.,0.8л.,механика,хэтчбек5дв.,бензин,рульслева",https://im.mashina.kg/tachka/images//c/2/4/c242ebbdc720d9d62b567c99b9178478_240x180.jpg ; https://im.mashina.kg/tachka/images//e/6/a/e6a8840a4fe6f2a076e8ef75a1e73c34_240x180.jpg ; https://im.mashina.kg/tachka/images//b/4/0/b40247a5bb9e7edddcfc3f7671bdf19a_240x180.jpg ; https://im.mashina.kg/tachka/images//9/5/f/95f11f15c087670949e245f1f30205cf_240x180.jpg ; https://im.mashina.kg/tachka/images//0/4/8/048e3e848305b7738fa0ecadc82faaaf_240x180.jpg
MINI Hatch,"$6500, 541515сом","2004г.,1.6л.,автомат,хэтчбек3дв.,бензин,рульслева,160000км",https://im.mashina.kg/tachka/images//a/2/c/a2cca9ed348a916f7578ed0a5d145b7c_240x180.jpg ; https://im.mashina.kg/tachka/images//7/f/f/7ff20f605e0c4880c9c7357b118a7a81_240x180.jpg ; https://im.mashina.kg/tachka/images//1/c/1/1c11fcd56a3e0a2188f4d8f7a1c81201_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/9/af95527382acc7065b71229e8f9589f4_240x180.jpg ; https://im.mashina.kg/tachka/images//0/6/9/0698534157da7aa4cd7c2c8ee5129ff5_240x180.jpg
УАЗ Pickup,"$12500, 1041375сом","2016г.,2.7л.,механика,пикап,бензин,рульслева,100000км",https://im.mashina.kg/tachka/images//0/7/d/07d7026fdd8fe16170a199ba0b28f25c_240x180.jpg ; https://im.mashina.kg/tachka/images//2/7/8/278e84c021db436243ebdc688adac86e_240x180.jpg ; https://im.mashina.kg/tachka/images//2/c/9/2c9afaf81f5d5b5bd3ee1783501d51cc_240x180.jpg ; https://im.mashina.kg/tachka/images//1/6/3/163cf3f700964b5ab41f641f71f52373_240x180.jpg ; https://im.mashina.kg/tachka/images//9/0/8/9089081990d4307e0f0f4e1358b5bc85_240x180.jpg
Mercedes-Benz E-класс,"$45000, 3748950сом","2017г.,2л.,автомат,седан,бензин,рульслева,120000км",https://im.mashina.kg/tachka/images//8/6/5/865f6a66475544fdc8273edadca561f5_240x180.jpg ; https://im.mashina.kg/tachka/images//1/3/6/1368a2c99de19ab4e296dd28023032d2_240x180.jpg ; https://im.mashina.kg/tachka/images//1/e/8/1e8a177b42bc89f0c8557502d074c71f_240x180.jpg ; https://im.mashina.kg/tachka/images//b/9/6/b960543b918e5617912d04f26cb03fc8_240x180.jpg ; https://im.mashina.kg/tachka/images//7/6/8/768067ced195a06c30776339143172f2_240x180.jpg
Lexus ES,"$23800, 1982778сом","2013г.,2.5л.,вариатор,седан,гибрид,рульслева,131700км",https://im.mashina.kg/tachka/images//5/e/e/5ee0c8d33733fcc523ef55048d35a9b0_240x180.jpg ; https://im.mashina.kg/tachka/images//f/0/8/f08efc42dae8abc5ceed4081cd9b98c0_240x180.jpg ; https://im.mashina.kg/tachka/images//a/2/f/a2fea486d1541f3facd8ea9f974d316b_240x180.jpg ; https://im.mashina.kg/tachka/images//d/2/1/d211068f3626790aa2684574e62d3963_240x180.jpg ; https://im.mashina.kg/tachka/images//3/9/6/3968066434ce0aa3b21a05406d1f1cd3_240x180.jpg
Kia Rio,"$22500, 1874475сом","2021г.,1.6л.,автомат,хэтчбек5дв.,бензин,рульслева,29000км",https://im.mashina.kg/tachka/images//8/2/d/82dd2b0e09c20be44491710fb4c65ae8_240x180.jpg ; https://im.mashina.kg/tachka/images//2/5/2/25230a52425abd85748b3e5548ae597a_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/5/af54bc34e4429ad9e101c2cf2d8812f8_240x180.jpg ; https://im.mashina.kg/tachka/images//a/0/2/a02ae10ae6920cb243953e8ca4e2f89e_240x180.jpg ; https://im.mashina.kg/tachka/images//0/c/6/0c6e5fdd77134a357e1c125cbea5e55b_240x180.jpg
Lexus RX,"$22000, 1832820сом","2010г.,3.5л.,автомат,внедорожник5дв.,бензин,рульслева,151000км",https://im.mashina.kg/tachka/images//6/6/e/66e82ed7a6194b33e4aceb2913390631_240x180.jpg ; https://im.mashina.kg/tachka/images//7/e/0/7e002580a772804e5e5375a89e0c6070_240x180.jpg ; https://im.mashina.kg/tachka/images//3/4/7/3478bdca6bb2d3dba1a997f82c139209_240x180.jpg
Opel Vectra,"$1500, 125000сом","1993г.,1.6л.,механика,седан,бензин,рульслева",https://im.mashina.kg/tachka/images//5/3/d/53da79ca82bf7287a316360a27ead994_240x180.jpg ; https://im.mashina.kg/tachka/images//5/2/1/52148a30567936a2a3486b602976408c_240x180.jpg ; https://im.mashina.kg/tachka/images//f/7/b/f7bedd5d6bc62c9b6760a91b5449aecd_240x180.jpg ; https://im.mashina.kg/tachka/images//4/3/c/43c3733b412cacd86f4694c54f128194_240x180.jpg ; https://im.mashina.kg/tachka/images//4/e/c/4ecdaaaf14a6240202bbd9026840a270_240x180.jpg
Daewoo Tico,"$1560, 130000сом","1997г.,0.8л.,механика,хэтчбек5дв.,бензин,рульслева",https://im.mashina.kg/tachka/images//0/f/7/0f7a1147710e1dac0f01842520471d3c_240x180.jpg ; https://im.mashina.kg/tachka/images//5/0/b/50ba89ad2dfb0acc96e345e6e85dce01_240x180.jpg ; https://im.mashina.kg/tachka/images//d/b/f/dbf77bd7a4e07d64c061183d10bfdb52_240x180.jpg ; https://im.mashina.kg/tachka/images//f/d/7/fd70157b01f3848b28b360a2b2678aac_240x180.jpg ; https://im.mashina.kg/tachka/images//a/2/5/a254b07d01c04dbb33a1b4b3df001898_240x180.jpg
Toyota Camry,"$10700, 891417сом","2004г.,2.4л.,автомат,седан,бензин,рульслева,177000км",https://im.mashina.kg/tachka/images//7/6/4/764723fa3c45ac9733de44a03b58a80b_240x180.jpg ; https://im.mashina.kg/tachka/images//8/d/2/8d2ae16134f6306021572f1caa8bbff2_240x180.jpg ; https://im.mashina.kg/tachka/images//e/0/e/e0ea1573aeca49b6815d031ea03d094b_240x180.jpg ; https://im.mashina.kg/tachka/images//7/5/b/75bb4810dfda76a8a23b5dcae7d3fc9f_240x180.jpg ; https://im.mashina.kg/tachka/images//6/a/0/6a092c4b03fee003736a6005093c0493_240x180.jpg
BYD E5,"$20000, 1666200сом","2019г.,автомат,седан,электро,рульслева,26000км",https://im.mashina.kg/tachka/images//8/6/c/86c3891a51218863b62f2507d2d2fec9_240x180.jpg ; https://im.mashina.kg/tachka/images//a/4/2/a4265aae7e47799c4336b0c2c6446ef7_240x180.jpg ; https://im.mashina.kg/tachka/images//3/f/b/3fbf277d4653f68dbd3323ebfe236d74_240x180.jpg ; https://im.mashina.kg/tachka/images//3/7/2/3721857acbf18b2162cb213838316220_240x180.jpg ; https://im.mashina.kg/tachka/images//5/f/e/5fe137a11e66995075de2ffba458cbbd_240x180.jpg
Toyota Mark II,"$4801, 400000сом","1996г.,2л.,механика,седан,бензин,рульсправа,305000км",https://im.mashina.kg/tachka/images//5/4/f/54f3eefb53b1ddd5cda6962e7e430afd_240x180.jpg ; https://im.mashina.kg/tachka/images//d/8/c/d8cd191c9f49dcb34170f02cc0310874_240x180.jpg ; https://im.mashina.kg/tachka/images//a/e/7/ae709c0cf60d5f2ab1c6a3590c35f720_240x180.jpg ; https://im.mashina.kg/tachka/images//6/6/4/664cd7019e441249d84e625216b2b7ec_240x180.jpg ; https://im.mashina.kg/tachka/images//a/7/b/a7bde6fe3f80fdc70244b27c1f39f171_240x180.jpg
